Date,Retail_Department,Service_Type,Region,Usage_Units,Cost_INR
2025-01-03,Electronics,Database,South,1037.0,61010.0
2025-01-03,Home,Compute,East,1226.0,43586.0
2025-01-03,Fashion,AI/ML,South,150.0,26528.0
2025-01-03,Home,AI/ML,North,589.0,134602.0
2025-01-03,Electronics,Database,West,473.0,25672.0
2025-01-03,Fashion,Logging,South,206.0,659.0
2025-01-03,Home,Compute,South,1464.0,49110.0
2025-01-03,Grocery,Compute,West,667.0,104957.0
2025-01-03,Electronics,Monitoring,North,497.0,3900.0
2025-01-03,Pharmacy,Storage,South,592.0,3437.0
2025-01-03,Grocery,AI/ML,North,104.0,23182.0
2025-01-03,Fashion,Compute,West,746.0,29089.0
2025-01-03,Fashion,Compute,North,415.0,10016.0
2025-01-03,Grocery,Network,South,715.0,2957.0
2025-01-03,Grocery,Compute,East,502.0,16323.0
2025-01-03,Grocery,Compute,East,509.0,16967.0
2025-01-03,Grocery,Database,East,462.0,24289.0
2025-01-03,Home,Database,East,204.0,11398.0
2025-01-03,Electronics,Network,South,196.0,597.0
2025-01-04,Grocery,Network,Central,498.0,1769.0
2025-01-04,Electronics,Logging,South,377.0,1115.0
2025-01-04,Home,Logging,North,1286.0,4136.0
2025-01-04,Home,Storage,South,1099.0,5179.0
2025-01-04,Pharmacy,Compute,East,990.0,27601.0
2025-01-04,Beauty,Compute,West,743.0,23282.0
2025-01-04,Grocery,Compute,North,263.0,7407.0
2025-01-04,Sports,Database,West,266.0,14354.0
2025-01-04,Beauty,Network,North,483.0,1451.0
2025-01-04,Pharmacy,Network,South,1811.0,5929.0
2025-01-04,Grocery,Database,East,391.0,18782.0
2025-01-04,Fashion,Network,North,1162.0,5755.0
2025-01-04,Electronics,CDN,East,194.0,1081.0
2025-01-05,Pharmacy,Database,South,342.0,19509.0
2025-01-05,Sports,Compute,North,820.0,23392.0
2025-01-05,Electronics,Network,West,785.0,3208.0
2025-01-05,Electronics,Compute,North,847.0,33144.0
2025-01-05,Grocery,Database,East,557.0,31764.0
2025-01-05,Home,Storage,South,699.0,4783.0
2025-01-05,Electronics,Network,South,751.0,3072.0
2025-01-05,Home,Storage,West,1545.0,9596.0
2025-01-05,Beauty,Logging,South,690.0,1838.0
2025-01-05,Home,Compute,West,1053.0,37579.0
2025-01-05,Electronics,AI/ML,West,131.0,29129.0
2025-01-05,Grocery,Logging,West,974.0,3077.0
2025-01-05,Fashion,Network,East,697.0,2176.0
2025-01-05,Electronics,Monitoring,Central,573.0,4854.0
2025-01-05,Grocery,Database,Central,217.0,13129.0
2025-01-06,Pharmacy,Logging,West,1404.0,4103.0
2025-01-06,Grocery,Compute,North,791.0,19812.0
2025-01-06,Pharmacy,Monitoring,East,279.0,2297.0
2025-01-06,Fashion,Logging,East,729.0,2299.0
2025-01-06,Fashion,Compute,Central,734.0,29193.0
2025-01-06,Grocery,Monitoring,North,307.0,2300.0
2025-01-06,Grocery,Compute,North,963.0,31165.0
2025-01-06,Pharmacy,Database,East,154.0,8409.0
2025-01-06,Grocery,Monitoring,West,214.0,1469.0
2025-01-06,Home,Storage,East,866.0,4734.0
2025-01-06,Home,Storage,West,736.0,4532.0
2025-01-06,Fashion,Database,East,283.0,14503.0
2025-01-06,Grocery,AI/ML,Central,159.0,35075.0
2025-01-06,Grocery,Database,North,205.0,9498.0
2025-01-07,Home,Compute,West,575.0,18122.0
2025-01-07,Toys,AI/ML,Central,99.0,20570.0
2025-01-07,Toys,Storage,South,606.0,2855.0
2025-01-07,Fashion,Logging,West,975.0,3335.0
2025-01-07,Beauty,AI/ML,East,102.0,21376.0
2025-01-07,Fashion,Compute,North,905.0,26618.0
2025-01-07,Grocery,Logging,South,375.0,1030.0
2025-01-07,Home,Database,North,256.0,15603.0
2025-01-07,Sports,Storage,North,2204.0,12290.0
2025-01-07,Grocery,Compute,East,439.0,17546.0
2025-01-07,Fashion,Storage,West,522.0,2869.0
2025-01-07,Electronics,Database,Central,623.0,38905.0
2025-01-07,Sports,Network,North,374.0,1387.0
2025-01-07,Home,Compute,South,1026.0,31114.0
2025-01-07,Fashion,Database,West,348.0,21554.0
2025-01-07,Beauty,Compute,South,938.0,33120.0
2025-01-08,Fashion,Database,South,419.0,18652.0
2025-01-08,Sports,Database,East,221.0,11755.0
2025-01-08,Electronics,Compute,East,458.0,14917.0
2025-01-08,Sports,Storage,Central,1744.0,9030.0
2025-01-08,Toys,Compute,North,750.0,25240.0
2025-01-08,Home,Compute,Central,593.0,19358.0
2025-01-08,Toys,Storage,West,1147.0,6227.0
2025-01-08,Toys,Database,East,136.0,7091.0
2025-01-08,Grocery,Database,South,432.0,28380.0
2025-01-09,Grocery,Storage,West,1199.0,6286.0
2025-01-09,Grocery,Database,East,818.0,47389.0
2025-01-09,Grocery,AI/ML,East,165.0,36228.0
2025-01-09,Beauty,Database,East,192.0,9837.0
2025-01-09,Electronics,Compute,Central,319.0,12020.0
2025-01-09,Fashion,Database,North,296.0,16603.0
2025-01-09,Pharmacy,Network,South,475.0,1431.0
2025-01-09,Grocery,Logging,East,743.0,2146.0
2025-01-09,Grocery,Compute,South,1193.0,42681.0
2025-01-09,Pharmacy,Storage,North,844.0,4964.0
2025-01-09,Home,Network,Central,2018.0,10287.0
2025-01-09,Electronics,Compute,North,401.0,11435.0
2025-01-09,Beauty,Database,East,215.0,11362.0
2025-01-10,Electronics,CDN,Central,339.0,1788.0
2025-01-10,Grocery,Database,West,267.0,16590.0
2025-01-10,Home,AI/ML,North,149.0,28385.0
2025-01-10,Grocery,AI/ML,North,170.0,44853.0
2025-01-10,Toys,Logging,North,1507.0,4645.0
2025-01-10,Grocery,Compute,East,1033.0,26722.0
2025-01-10,Fashion,Storage,West,521.0,3442.0
2025-01-10,Grocery,Compute,West,417.0,11651.0
2025-01-10,Electronics,Compute,West,886.0,30046.0
2025-01-10,Grocery,Logging,West,264.0,780.0
2025-01-10,Home,AI/ML,East,276.0,53221.0
2025-01-10,Home,Logging,West,936.0,3391.0
2025-01-10,Electronics,Database,North,848.0,45929.0
2025-01-11,Pharmacy,CDN,North,931.0,4324.0
2025-01-11,Home,AI/ML,West,395.0,70525.0
2025-01-11,Electronics,Compute,East,876.0,33765.0
2025-01-11,Home,CDN,North,615.0,3217.0
2025-01-11,Home,Monitoring,North,886.0,7899.0
2025-01-11,Grocery,Network,North,977.0,4684.0
2025-01-11,Toys,Database,Central,238.0,13557.0
2025-01-11,Grocery,Database,West,607.0,34817.0
2025-01-11,Fashion,Database,South,296.0,14385.0
2025-01-11,Home,Compute,South,632.0,19242.0
2025-01-11,Home,Network,North,635.0,2142.0
2025-01-11,Grocery,Compute,Central,455.0,17757.0
2025-01-11,Grocery,AI/ML,East,50.0,11872.0
2025-01-11,Electronics,Storage,West,430.0,3030.0
2025-01-11,Grocery,Database,North,382.0,22767.0
2025-01-11,Grocery,Database,South,668.0,44811.0
2025-01-11,Home,Database,West,431.0,23151.0
2025-01-11,Pharmacy,Network,Central,785.0,3405.0
2025-01-11,Electronics,Database,East,847.0,45676.0
2025-01-11,Beauty,Storage,North,575.0,22053.0
2025-01-12,Toys,Network,South,754.0,2634.0
2025-01-12,Electronics,Database,South,319.0,21307.0
2025-01-12,Fashion,Monitoring,North,1434.0,12284.0
2025-01-12,Home,Compute,North,624.0,21157.0
2025-01-12,Home,Storage,North,841.0,4103.0
2025-01-12,Electronics,Storage,East,1115.0,5332.0
2025-01-12,Pharmacy,Network,North,1274.0,5250.0
2025-01-12,Grocery,Logging,Central,205.0,651.0
2025-01-12,Toys,Logging,North,710.0,1859.0
2025-01-12,Pharmacy,Compute,North,612.0,19861.0
2025-01-12,Electronics,Compute,West,915.0,30436.0
2025-01-12,Home,Database,South,309.0,13535.0
2025-01-12,Sports,Compute,East,831.0,31423.0
2025-01-12,Sports,Compute,East,338.0,11529.0
2025-01-12,Beauty,Storage,West,585.0,3707.0
2025-01-12,Grocery,Compute,East,169.0,6427.0
2025-01-12,Fashion,Database,West,392.0,21235.0
2025-01-13,Fashion,Logging,East,1212.0,3928.0
2025-01-13,Pharmacy,Compute,North,446.0,15265.0
2025-01-13,Sports,Database,North,527.0,25625.0
2025-01-13,Toys,Database,West,815.0,49251.0
2025-01-13,Electronics,Storage,East,2038.0,11206.0
2025-01-13,Sports,AI/ML,West,207.0,46466.0
2025-01-13,Beauty,Database,North,1061.0,45889.0
2025-01-14,Grocery,AI/ML,South,446.0,104456.0
2025-01-14,Grocery,Network,East,1186.0,4718.0
2025-01-14,Sports,Compute,East,465.0,17573.0
2025-01-14,Pharmacy,Storage,South,1634.0,10690.0
2025-01-14,Sports,Compute,West,302.0,10270.0
2025-01-14,Home,Storage,Central,760.0,4670.0
2025-01-14,Toys,Compute,Central,110.0,2613.0
2025-01-14,Home,Network,West,1732.0,5874.0
2025-01-14,Electronics,Storage,Central,912.0,5719.0
2025-01-14,Fashion,Logging,South,1270.0,3949.0
2025-01-14,Toys,Database,East,459.0,24909.0
2025-01-14,Electronics,Compute,South,442.0,15498.0
2025-01-15,Grocery,Monitoring,North,264.0,2368.0
2025-01-15,Grocery,Database,Central,228.0,13503.0
2025-01-15,Electronics,Storage,West,739.0,4041.0
2025-01-15,Home,Network,West,620.0,2627.0
2025-01-15,Sports,Database,West,666.0,36395.0
2025-01-15,Beauty,Database,East,375.0,19404.0
2025-01-15,Pharmacy,Database,West,385.0,24536.0
2025-01-15,Home,Database,West,733.0,43535.0
2025-01-15,Beauty,Monitoring,Central,163.0,1446.0
2025-01-15,Electronics,AI/ML,East,272.0,50223.0
2025-01-15,Sports,Monitoring,West,223.0,1529.0
2025-01-15,Home,Compute,West,458.0,13648.0
2025-01-16,Home,Storage,South,3156.0,19274.0
2025-01-16,Grocery,Compute,East,350.0,52104.0
2025-01-16,Home,Database,East,247.0,11404.0
2025-01-16,Electronics,Network,North,210.0,928.0
2025-01-16,Grocery,Network,North,398.0,1442.0
2025-01-16,Toys,Compute,Central,498.0,18495.0
2025-01-16,Sports,AI/ML,South,356.0,82048.0
2025-01-16,Home,Logging,North,682.0,2091.0
2025-01-16,Toys,Database,Central,840.0,33658.0
2025-01-16,Pharmacy,Compute,West,727.0,23559.0
2025-01-16,Toys,CDN,North,516.0,2197.0
2025-01-16,Fashion,AI/ML,West,177.0,33858.0
2025-01-16,Fashion,Compute,East,162.0,4455.0
2025-01-16,Sports,Storage,East,675.0,3882.0
2025-01-16,Sports,Compute,East,1138.0,35826.0
2025-01-16,Grocery,Network,West,699.0,2799.0
2025-01-16,Sports,Compute,West,588.0,19022.0
2025-01-17,Sports,Compute,East,449.0,14364.0
2025-01-17,Home,CDN,East,260.0,1416.0
2025-01-17,Pharmacy,Network,North,1484.0,6076.0
2025-01-17,Sports,Network,North,820.0,3518.0
2025-01-17,Beauty,Database,West,422.0,24446.0
2025-01-17,Toys,Database,North,338.0,16211.0
2025-01-17,Electronics,Network,East,245.0,921.0
2025-01-17,Home,Compute,North,1221.0,29882.0
2025-01-17,Beauty,Compute,West,456.0,11901.0
2025-01-17,Sports,Storage,North,1649.0,9155.0
2025-01-17,Grocery,CDN,East,673.0,3688.0
2025-01-17,Fashion,Monitoring,Central,620.0,5057.0
2025-01-17,Toys,Monitoring,North,246.0,1826.0
2025-01-17,Fashion,Compute,North,366.0,12296.0
2025-01-18,Home,Compute,West,361.0,68099.0
2025-01-18,Toys,Compute,Central,864.0,30424.0
2025-01-18,Electronics,Network,East,563.0,2611.0
2025-01-18,Beauty,Storage,North,1010.0,6213.0
2025-01-18,Sports,Database,Central,820.0,40184.0
2025-01-18,Grocery,Monitoring,East,462.0,3150.0
2025-01-18,Electronics,Storage,Central,622.0,3768.0
2025-01-18,Grocery,Network,South,680.0,2320.0
2025-01-18,Home,AI/ML,South,469.0,99838.0
2025-01-18,Electronics,Compute,West,940.0,29501.0
2025-01-18,Grocery,Storage,South,985.0,5700.0
2025-01-18,Grocery,Compute,Central,375.0,10504.0
2025-01-18,Home,AI/ML,Central,63.0,8400.0
2025-01-18,Sports,Monitoring,East,830.0,6285.0
2025-01-18,Fashion,Compute,East,499.0,15897.0
2025-01-18,Fashion,Network,East,1457.0,5400.0
2025-01-18,Electronics,Network,East,1563.0,7256.0
2025-01-18,Electronics,Logging,North,1058.0,2929.0
2025-01-19,Fashion,Compute,East,763.0,27878.0
2025-01-19,Sports,Storage,South,680.0,4872.0
2025-01-19,Electronics,AI/ML,West,154.0,39714.0
2025-01-19,Electronics,Storage,West,1047.0,6205.0
2025-01-19,Pharmacy,Storage,South,1277.0,8334.0
2025-01-19,Beauty,Database,East,612.0,162518.0
2025-01-19,Grocery,Storage,East,967.0,6063.0
2025-01-19,Home,Compute,South,347.0,10425.0
2025-01-19,Electronics,Database,North,255.0,15858.0
2025-01-19,Pharmacy,AI/ML,West,63.0,13939.0
2025-01-19,Beauty,Compute,North,196.0,6397.0
2025-01-19,Fashion,AI/ML,South,218.0,43055.0
2025-01-19,Grocery,Logging,West,410.0,1159.0
2025-01-19,Pharmacy,Database,East,859.0,42802.0
2025-01-19,Sports,Network,West,1610.0,6489.0
2025-01-19,Home,Compute,West,1614.0,56223.0
2025-01-19,Fashion,Database,Central,248.0,12315.0
2025-01-20,Home,Storage,East,613.0,4042.0
2025-01-20,Beauty,Logging,Central,575.0,1615.0
2025-01-20,Grocery,Database,Central,635.0,36102.0
2025-01-20,Grocery,Compute,South,257.0,7117.0
2025-01-20,Grocery,CDN,East,1483.0,8518.0
2025-01-20,Beauty,Database,Central,1355.0,77516.0
2025-01-20,Grocery,Storage,South,453.0,2385.0
2025-01-20,Pharmacy,Storage,West,1384.0,10101.0
2025-01-20,Pharmacy,Storage,North,1928.0,12507.0
2025-01-20,Electronics,Database,West,275.0,17212.0
2025-01-20,Home,Compute,Central,216.0,5351.0
2025-01-20,Electronics,Logging,South,622.0,1976.0
2025-01-20,Fashion,CDN,Central,1197.0,6199.0
2025-01-20,Sports,Network,North,673.0,3368.0
2025-01-20,Electronics,AI/ML,West,110.0,19910.0
2025-01-20,Home,Storage,East,2158.0,13709.0
2025-01-20,Grocery,Network,Central,789.0,3386.0
2025-01-20,Electronics,Compute,North,928.0,34955.0
2025-01-20,Fashion,Compute,Central,159.0,4463.0
2025-01-21,Pharmacy,Compute,East,638.0,15928.0
2025-01-21,Pharmacy,Database,East,585.0,30243.0
2025-01-21,Electronics,Compute,West,2077.0,66307.0
2025-01-21,Electronics,Database,Central,429.0,22221.0
2025-01-21,Home,Network,South,273.0,1114.0
2025-01-21,Sports,Compute,East,249.0,7580.0
2025-01-21,Toys,CDN,South,870.0,3181.0
2025-01-21,Home,CDN,North,1408.0,7594.0
2025-01-21,Pharmacy,Network,East,916.0,2910.0
2025-01-21,Fashion,Compute,South,594.0,17592.0
2025-01-22,Electronics,Database,South,275.0,15032.0
2025-01-22,Electronics,Database,East,665.0,37123.0
2025-01-22,Fashion,Compute,Central,872.0,27634.0
2025-01-22,Home,Storage,East,866.0,5030.0
2025-01-22,Home,Network,Central,1144.0,5445.0
2025-01-22,Grocery,Monitoring,South,415.0,3278.0
2025-01-22,Toys,Storage,South,1861.0,10783.0
2025-01-22,Grocery,Network,North,514.0,1628.0
2025-01-22,Electronics,CDN,North,346.0,1691.0
2025-01-22,Grocery,Compute,North,959.0,41097.0
2025-01-22,Sports,Storage,West,540.0,2801.0
2025-01-23,Toys,Database,East,425.0,24173.0
2025-01-23,Electronics,Compute,Central,333.0,10400.0
2025-01-23,Electronics,AI/ML,South,223.0,49951.0
2025-01-23,Fashion,Storage,East,534.0,3143.0
2025-01-23,Home,Network,South,728.0,2967.0
2025-01-23,Home,Network,East,388.0,1476.0
2025-01-23,Fashion,Compute,West,1022.0,37038.0
2025-01-23,Sports,Storage,Central,1213.0,7344.0
2025-01-24,Home,Compute,South,621.0,19776.0
2025-01-24,Pharmacy,Compute,East,661.0,23621.0
2025-01-24,Electronics,Compute,West,500.0,15001.0
2025-01-24,Fashion,Compute,East,639.0,24838.0
2025-01-24,Beauty,Compute,East,299.0,8876.0
2025-01-24,Pharmacy,Compute,North,478.0,18613.0
2025-01-24,Fashion,Storage,North,1085.0,6635.0
2025-01-24,Pharmacy,Database,West,508.0,28613.0
2025-01-24,Pharmacy,Compute,North,653.0,21385.0
2025-01-24,Home,Storage,East,2237.0,14176.0
2025-01-24,Home,Logging,Central,161.0,482.0
2025-01-24,Grocery,Network,South,605.0,2782.0
2025-01-24,Fashion,Compute,North,367.0,11444.0
2025-01-25,Electronics,Network,Central,601.0,2459.0
2025-01-25,Electronics,Database,West,516.0,22529.0
2025-01-25,Pharmacy,Network,West,788.0,2755.0
2025-01-25,Electronics,Compute,Central,531.0,16459.0
2025-01-25,Toys,CDN,West,929.0,5364.0
2025-01-25,Fashion,Storage,West,375.0,2091.0
2025-01-25,Grocery,Database,East,820.0,45091.0
2025-01-25,Sports,Storage,West,1745.0,8784.0
2025-01-25,Electronics,Logging,Central,578.0,1743.0
2025-01-26,Grocery,CDN,North,1592.0,7837.0
2025-01-26,Beauty,Monitoring,North,188.0,1222.0
2025-01-26,Grocery,AI/ML,North,162.0,31975.0
2025-01-26,Sports,Compute,West,555.0,18988.0
2025-01-26,Home,Compute,North,556.0,18083.0
2025-01-26,Grocery,AI/ML,West,156.0,35694.0
2025-01-26,Grocery,Storage,South,1030.0,5952.0
2025-01-26,Fashion,Network,South,1038.0,5666.0
2025-01-26,Beauty,Database,West,201.0,9441.0
2025-01-26,Electronics,Monitoring,North,479.0,3733.0
2025-01-26,Grocery,Logging,North,1286.0,4474.0
2025-01-26,Toys,Database,Central,333.0,17367.0
2025-01-27,Electronics,Network,West,623.0,2585.0
2025-01-27,Grocery,Storage,South,355.0,1961.0
2025-01-27,Home,Database,East,329.0,15846.0
2025-01-27,Electronics,Compute,North,1953.0,71046.0
2025-01-27,Electronics,Database,North,612.0,32523.0
2025-01-27,Home,Database,West,380.0,76443.0
2025-01-27,Fashion,Compute,West,498.0,16673.0
2025-01-27,Grocery,Database,East,393.0,21630.0
2025-01-28,Fashion,AI/ML,East,366.0,70976.0
2025-01-28,Pharmacy,Compute,South,358.0,12859.0
2025-01-28,Pharmacy,CDN,South,450.0,2263.0
2025-01-28,Electronics,AI/ML,East,401.0,91072.0
2025-01-28,Pharmacy,Compute,West,951.0,31432.0
2025-01-28,Pharmacy,Network,Central,1277.0,5339.0
2025-01-28,Grocery,Compute,East,2621.0,78679.0
2025-01-28,Pharmacy,Storage,South,1793.0,10275.0
2025-01-28,Home,Storage,South,1351.0,6442.0
2025-01-28,Home,Compute,East,300.0,10678.0
2025-01-28,Beauty,Storage,Central,718.0,3516.0
2025-01-28,Electronics,Monitoring,East,832.0,5483.0
2025-01-28,Fashion,AI/ML,East,203.0,45668.0
2025-01-29,Electronics,Compute,South,453.0,11964.0
2025-01-29,Beauty,AI/ML,South,72.0,15106.0
2025-01-29,Toys,CDN,North,228.0,1135.0
2025-01-29,Grocery,Compute,North,379.0,13599.0
2025-01-29,Home,Storage,West,1556.0,8376.0
2025-01-29,Home,Network,South,2420.0,11304.0
2025-01-29,Beauty,Database,North,1006.0,51318.0
2025-01-29,Toys,AI/ML,North,88.0,19964.0
2025-01-29,Electronics,CDN,East,3621.0,14129.0
2025-01-29,Home,Storage,Central,562.0,2842.0
2025-01-29,Grocery,Logging,Central,497.0,965.0
2025-01-29,Grocery,CDN,Central,969.0,4931.0
2025-01-29,Electronics,Network,East,896.0,3458.0
2025-01-29,Grocery,Database,North,434.0,29767.0
2025-01-30,Fashion,Logging,South,981.0,2483.0
2025-01-30,Fashion,CDN,West,1900.0,9711.0
2025-01-30,Home,Storage,East,1288.0,6609.0
2025-01-30,Fashion,Compute,East,992.0,29334.0
2025-01-30,Grocery,Network,North,364.0,1554.0
2025-01-30,Sports,Monitoring,East,984.0,9397.0
2025-01-30,Beauty,Storage,East,1158.0,7374.0
2025-01-30,Fashion,Compute,West,314.0,7698.0
2025-01-30,Grocery,Logging,West,619.0,1950.0
2025-01-30,Home,Storage,Central,2002.0,10115.0
2025-01-30,Sports,Logging,North,1023.0,2938.0
2025-01-30,Grocery,Database,Central,174.0,9917.0
2025-01-30,Fashion,Storage,North,1515.0,9693.0
2025-01-30,Electronics,AI/ML,South,107.0,20515.0
2025-01-30,Home,AI/ML,East,62.0,16140.0
2025-01-31,Electronics,Storage,East,769.0,4196.0
2025-01-31,Grocery,Compute,North,217.0,6626.0
2025-01-31,Electronics,CDN,South,302.0,1354.0
2025-01-31,Electronics,Compute,East,288.0,7971.0
2025-01-31,Grocery,Network,South,1044.0,3884.0
2025-01-31,Home,Storage,East,724.0,5777.0
2025-01-31,Fashion,Database,West,530.0,30592.0
2025-01-31,Grocery,Compute,North,567.0,15030.0
2025-01-31,Grocery,CDN,North,190.0,898.0
2025-01-31,Home,CDN,North,273.0,1161.0
2025-01-31,Fashion,Network,North,492.0,2138.0
2025-01-31,Electronics,Database,South,347.0,19311.0
2025-02-01,Home,Compute,North,955.0,32026.0
2025-02-01,Grocery,Monitoring,East,322.0,2386.0
2025-02-01,Grocery,AI/ML,Central,112.0,23902.0
2025-02-01,Sports,AI/ML,North,86.0,16823.0
2025-02-01,Fashion,AI/ML,North,146.0,31958.0
2025-02-01,Fashion,CDN,East,521.0,2966.0
2025-02-01,Home,Compute,East,905.0,30641.0
2025-02-01,Electronics,CDN,East,1437.0,6142.0
2025-02-01,Beauty,Compute,South,1518.0,53987.0
2025-02-01,Home,Network,North,609.0,2343.0
2025-02-01,Toys,Storage,East,3194.0,19416.0
2025-02-01,Sports,Network,Central,756.0,3197.0
2025-02-01,Electronics,Network,East,1472.0,5757.0
2025-02-01,Grocery,Compute,North,173.0,5841.0
2025-02-02,Grocery,Network,East,601.0,2276.0
2025-02-02,Grocery,Storage,East,381.0,2387.0
2025-02-02,Home,Storage,Central,369.0,2230.0
2025-02-02,Electronics,AI/ML,North,440.0,83299.0
2025-02-02,Grocery,AI/ML,South,96.0,20691.0
2025-02-02,Home,Compute,North,438.0,14484.0
2025-02-02,Sports,Storage,East,1255.0,7182.0
2025-02-02,Fashion,Network,West,642.0,2930.0
2025-02-02,Home,Storage,North,1061.0,5740.0
2025-02-02,Sports,Storage,South,698.0,4633.0
2025-02-02,Fashion,Monitoring,West,365.0,2890.0
2025-02-02,Toys,Compute,Central,1631.0,47467.0
2025-02-02,Beauty,Database,West,772.0,42101.0
2025-02-02,Electronics,Network,East,424.0,1434.0
2025-02-02,Grocery,Compute,East,714.0,21186.0
2025-02-02,Electronics,Storage,West,387.0,2430.0
2025-02-02,Fashion,Compute,South,525.0,11714.0
2025-02-02,Electronics,Database,East,297.0,15691.0
2025-02-02,Grocery,Storage,Central,761.0,4676.0
2025-02-02,Grocery,Monitoring,North,355.0,2799.0
2025-02-03,Electronics,CDN,East,761.0,3816.0
2025-02-03,Grocery,Storage,South,652.0,3667.0
2025-02-03,Electronics,Network,West,811.0,2833.0
2025-02-03,Electronics,Compute,South,367.0,9918.0
2025-02-03,Fashion,Logging,Central,297.0,862.0
2025-02-03,Electronics,CDN,South,1052.0,4739.0
2025-02-03,Grocery,Database,East,446.0,24199.0
2025-02-03,Home,Storage,Central,1272.0,6854.0
2025-02-03,Beauty,Logging,East,655.0,1989.0
2025-02-03,Fashion,Compute,North,1449.0,40840.0
2025-02-03,Grocery,Logging,West,256.0,727.0
2025-02-04,Home,Logging,South,157.0,494.0
2025-02-04,Electronics,Database,Central,634.0,31523.0
2025-02-04,Fashion,Compute,South,304.0,7776.0
2025-02-04,Grocery,AI/ML,Central,321.0,266545.0
2025-02-04,Home,Network,South,2159.0,8014.0
2025-02-04,Pharmacy,Compute,North,1155.0,31401.0
2025-02-04,Electronics,Network,South,1882.0,7695.0
2025-02-04,Home,Storage,North,828.0,4680.0
2025-02-04,Grocery,CDN,South,2084.0,9258.0
2025-02-04,Grocery,Storage,Central,499.0,18492.0
2025-02-04,Home,Network,West,485.0,2067.0
2025-02-04,Home,Database,West,516.0,27531.0
2025-02-04,Electronics,Compute,North,316.0,10533.0
2025-02-04,Sports,Storage,South,1644.0,8628.0
2025-02-04,Sports,Database,East,325.0,17731.0
2025-02-04,Electronics,Storage,West,574.0,3223.0
2025-02-05,Electronics,AI/ML,West,86.0,92882.0
2025-02-05,Grocery,Storage,West,580.0,3133.0
2025-02-05,Pharmacy,Database,Central,326.0,15914.0
2025-02-05,Home,Database,North,590.0,34278.0
2025-02-05,Pharmacy,AI/ML,East,879.0,188839.0
2025-02-05,Electronics,Database,Central,290.0,48401.0
2025-02-05,Grocery,CDN,North,1506.0,7634.0
2025-02-06,Grocery,Storage,North,1039.0,6941.0
2025-02-06,Grocery,Compute,East,856.0,30950.0
2025-02-06,Electronics,AI/ML,South,218.0,48979.0
2025-02-06,Home,Network,South,390.0,1476.0
2025-02-06,Electronics,Compute,South,1136.0,40492.0
2025-02-06,Sports,Database,South,381.0,21168.0
2025-02-06,Beauty,Database,West,841.0,41580.0
2025-02-06,Fashion,Database,South,884.0,43519.0
2025-02-06,Fashion,Logging,North,374.0,1082.0
2025-02-06,Electronics,Logging,North,490.0,1275.0
2025-02-06,Toys,AI/ML,West,81.0,19202.0
2025-02-07,Electronics,Database,East,420.0,25933.0
2025-02-07,Pharmacy,Database,North,719.0,42129.0
2025-02-07,Toys,Compute,Central,292.0,10474.0
2025-02-07,Electronics,Compute,West,1077.0,36329.0
2025-02-07,Electronics,CDN,North,542.0,2842.0
2025-02-07,Fashion,Network,Central,1842.0,6227.0
2025-02-07,Pharmacy,Logging,East,424.0,1613.0
2025-02-07,Electronics,CDN,North,399.0,1792.0
